iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm,r_gold_killed,r_village_delta,r_damage_dealt,r_unit_recruited_cost,r_per_turn_penalty,r_leader_move_penalty,r_invalid_action,r_min_enemy_distance,r_approach_mp,r_unused_mp,r_fog_reveal,r_attack_attempt,r_unit_type_bonus,r_turn_cond_bonus,r_terminal,mean_end_gold_s1,mean_end_gold_s2,n_recruits_s1,n_recruits_s2,n_recruit_attempts_s1,n_recruit_attempts_s2
16,2026-06-13T03:21:12,2,139.12788029998774,205,25.0,0,0,2,7.317073170731708,87.8048780487805,0.975609756097561,3.902439024390244,0.0,4.0,5.5,14.0,12.5,205,205,11.688088356051594,9.62060553720221,4.13496563769877,1.5948948273098824,-0.061281491070985794,81.1378173828125,,0.15000000000000002,,0.25100000000000006,,-0.19000000000000003,,-0.3089000000000001,,,,,,,,27.0,9.0,6,9,6,9
17,2026-06-13T03:22:08,2,43.47903569997288,139,25.0,0,0,2,7.194244604316546,79.13669064748201,3.597122302158273,10.071942446043165,0.0,6.5,3.5,9.5,9.0,139,139,12.96672428632155,11.105599553789943,3.7222494650632143,1.8763431535571453,-0.01939629204571247,49.47494888305664,,0.1,,0.16299999999999998,,-0.060000000000000005,,-0.10239999999999973,,,,,,,,-8.5,74.5,8,2,8,2
18,2026-06-13T03:23:23,2,54.94463969999924,184,25.0,0,0,2,5.978260869565218,75.54347826086956,6.521739130434782,11.956521739130435,0.0,5.5,8.0,6.0,5.5,184,184,6.486178499646485,4.538835629820824,3.8946857396513224,2.1956654511994835,-0.06525570154190063,9.948071479797363,,0.1,,0.17200000000000001,,-0.07,,-0.05289999999999993,,,,,,,,72.0,-39.5,3,8,3,8
19,2026-06-13T03:24:27,2,49.877546500007156,185,25.0,0,0,2,7.027027027027027,60.54054054054054,8.64864864864865,23.783783783783782,0.0,5.0,6.0,3.5,4.5,185,185,5.801123800687492,3.8817991660907865,3.838649269193411,2.0908202512856553,-0.03388006240129471,10.724394798278809,0.13,0.2,0.0165,0.22600000000000003,,-0.23000000000000007,,-0.052800000000000104,,,,,,,,60.0,10.0,6,7,6,7
20,2026-06-13T03:25:20,2,41.42268129999866,186,25.0,0,0,2,5.913978494623656,84.40860215053763,1.075268817204301,8.602150537634408,0.0,2.5,5.0,9.0,7.0,186,186,6.075020293239504,4.141966489609331,3.8661076072603464,1.7482253015623737,-0.049160778522491455,20.618356704711914,,0.15000000000000002,,0.202,,-0.11999999999999998,,-0.1740000000000001,,,,,,,,95.0,-0.5,3,8,3,8
21,2026-06-13T03:26:07,2,36.68140289999428,121,18.5,1,0,1,8.547008547008547,59.82905982905983,21.367521367521366,10.256410256410257,0.0,4.5,5.0,3.5,3.5,117,117,6.138532320968807,4.296578240580857,3.6839081607759,1.835754874430215,0.0052926805801689625,12.866451263427734,-0.24,0.1,0.04,0.14900000000000002,,-0.10999999999999999,,-0.023799999999999974,,,,,,,0.0,44.5,31.5,4,6,4,6
22,2026-06-13T03:27:07,2,47.901890599983744,185,25.0,0,0,2,4.945054945054945,75.27472527472527,10.43956043956044,9.340659340659341,0.0,3.0,6.0,6.5,5.5,182,182,11.743826693855226,9.721569509245455,4.0445143692195415,1.7233200204105759,-0.05974176526069641,75.60563659667969,0.2,0.2,0.0265,0.14400000000000002,,-0.12999999999999998,,-0.08000000000000008,,,,,,,,131.0,-14.0,1,8,1,8
23,2026-06-13T03:27:47,2,31.321579699986614,119,18.5,0,1,1,6.140350877192983,58.771929824561404,19.29824561403509,15.789473684210526,0.0,3.0,5.0,4.0,2.5,114,114,5.964563921093941,4.1569808684289455,3.6151661053299904,1.5014417187613192,-0.13199645280838013,10.400856018066406,-0.3,,0.024,0.107,,-0.15,,-0.030600000000000026,,,,,,,0.0,63.5,15.5,2,5,2,5
24,2026-06-13T03:28:37,2,38.87627800001064,184,19.5,1,0,1,3.314917127071823,77.90055248618785,5.524861878453039,13.259668508287293,0.0,1.5,3.0,3.5,3.0,181,181,7.262260556803085,5.193538306863047,4.1374444998800755,1.5590478097209608,-0.041295070201158524,38.07622146606445,0.48,0.05,0.044,0.10800000000000001,,-0.4100000000000002,,-0.14999999999999986,,,,,,,0.0,135.0,49.0,1,5,1,5
25,2026-06-13T03:30:10,2,68.18285310000647,145,25.0,0,0,2,6.293706293706293,76.22377622377623,9.79020979020979,7.6923076923076925,0.0,4.5,2.0,16.5,17.5,143,143,7.265229118987918,5.263112247921526,4.004233742132783,1.422383985687739,0.00030224723741412163,71.07814025878906,0.13,,0.036500000000000005,0.128,,-0.2900000000000001,,-0.37339999999999846,,,,,,,,62.5,149.5,8,1,8,1
